"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1992","Alberta","2016A000248","Population per police officer","Rate","257","units ","0","v19457860","10.5","581.7","","","t","1"
"1992","Alberta","2016A000248","Police officers per 100,000 population","Rate","257","units ","0","v19457861","10.6","171.9","","","","1"
"1992","Alberta","2016A000248","Authorized police officer strength","Number","223","units ","0","v65783586","10.12","5578","","","","0"
"1992","Alberta","2016A000248","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783587","10.13","211.9","","","","1"
"1992","Alberta","2016A000248","Criminal Code incidents per police officer","Rate","257","units ","0","v19457862","10.7","69.1","","","","1"
"1992","Alberta","2016A000248","Total expenditures on policing","Dollars","81","thousands","3","v21570908","10.8","349475","","","t","0"
"1992","Alberta","2016A000248","Per capita cost","Dollars","81","units ","0","v21570924","10.9","133","","","t","0"
"1992","Alberta","2016A000248","Crime severity index","Index","160","units ","0","v65783588","10.14","","..","","","2"
"1992","Alberta","2016A000248","Weighted clearance rate","Rate","257","units ","0","v65783589","10.15","","..","","","2"
"1992","British Columbia","2016A000259","Total number of all personnel","Number","223","units ","0","v19457865","11.1","7466","","","","0"
"1992","British Columbia","2016A000259","Total number of police officers","Number","223","units ","0","v19457863","11.2","6233","","","","0"
"1992","British Columbia","2016A000259","Male police officers","Number","223","units ","0","v53509177","11.10","5653","","","","0"
"1992","British Columbia","2016A000259","Female police officers","Number","223","units ","0","v53509178","11.11","580","","","","0"
"1992","British Columbia","2016A000259","Total number of civilian and other personnel","Number","223","units ","0","v19457864","11.3","1233","","","","0"
"1992","British Columbia","2016A000259","Police-civilian ratio","Ratio","270","units ","0","v19457866","11.4","5.1","","","","1"
"1992","British Columbia","2016A000259","Population per police officer","Rate","257","units ","0","v19457867","11.5","556.5","","","t","1"
"1992","British Columbia","2016A000259","Police officers per 100,000 population","Rate","257","units ","0","v19457868","11.6","179.7","","","","1"
"1992","British Columbia","2016A000259","Authorized police officer strength","Number","223","units ","0","v65783598","11.12","7047","","","","0"
"1992","British Columbia","2016A000259","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783599","11.13","203.2","","","","1"
"1992","British Columbia","2016A000259","Criminal Code incidents per police officer","Rate","257","units ","0","v19457869","11.7","83.6","","","","1"
"1992","British Columbia","2016A000259","Total expenditures on policing","Dollars","81","thousands","3","v21570909","11.8","414462","","","t","0"
"1992","British Columbia","2016A000259","Per capita cost","Dollars","81","units ","0","v21570925","11.9","119","","","t","0"
"1992","British Columbia","2016A000259","Crime severity index","Index","160","units ","0","v65783600","11.14","","..","","","2"
"1992","British Columbia","2016A000259","Weighted clearance rate","Rate","257","units ","0","v65783601","11.15","","..","","","2"
"1992","Yukon","2016A000260","Total number of all personnel","Number","223","units ","0","v19457872","12.1","155","","","","0"
"1992","Yukon","2016A000260","Total number of police officers","Number","223","units ","0","v19457870","12.2","120","","","","0"
"1992","Yukon","2016A000260","Male police officers","Number","223","units ","0","v53509179","12.10","113","","","","0"
"1992","Yukon","2016A000260","Female police officers","Number","223","units ","0","v53509180","12.11","7","","","","0"
"1992","Yukon","2016A000260","Total number of civilian and other personnel","Number","223","units ","0","v19457871","12.3","35","","","","0"
"1992","Yukon","2016A000260","Police-civilian ratio","Ratio","270","units ","0","v19457873","12.4","3.4","","","","1"
"1992","Yukon","2016A000260","Population per police officer","Rate","257","units ","0","v19457874","12.5","250.9","","","t","1"
"1992","Yukon","2016A000260","Police officers per 100,000 population","Rate","257","units ","0","v19457875","12.6","398.5","","","","1"
"1992","Yukon","2016A000260","Authorized police officer strength","Number","223","units ","0","v65783610","12.12","159","","","","0"
"1992","Yukon","2016A000260","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783611","12.13","528.0","","","","1"
"1992","Yukon","2016A000260","Criminal Code incidents per police officer","Rate","257","units ","0","v19457876","12.7","45.8","","","","1"
"1992","Yukon","2016A000260","Total expenditures on policing","Dollars","81","thousands","3","v21570910","12.8","8506","","","t","0"
"1992","Yukon","2016A000260","Per capita cost","Dollars","81","units ","0","v21570926","12.9","282","","","t","0"
"1992","Yukon","2016A000260","Crime severity index","Index","160","units ","0","v65783612","12.14","","..","","","2"
"1992","Yukon","2016A000260","Weighted clearance rate","Rate","257","units ","0","v65783613","12.15","","..","","","2"
"1992","Northwest Territories including Nunavut","","Total number of all personnel","Number","223","units ","0","v19457886","13.1","273","","","t","0"
"1992","Northwest Territories including Nunavut","","Total number of police officers","Number","223","units ","0","v19457884","13.2","218","","","t","0"
"1992","Northwest Territories including Nunavut","","Male police officers","Number","223","units ","0","v53509181","13.10","203","","","t","0"
"1992","Northwest Territories including Nunavut","","Female police officers","Number","223","units ","0","v53509182","13.11","15","","","t","0"
"1992","Northwest Territories including Nunavut","","Total number of civilian and other personnel","Number","223","units ","0","v19457885","13.3","55","","","t","0"
"1992","Northwest Territories including Nunavut","","Police-civilian ratio","Ratio","270","units ","0","v19457887","13.4","4.0","","","t","1"
"1992","Northwest Territories including Nunavut","","Population per police officer","Rate","257","units ","0","v19457888","13.5","285.9","","","t","1"
"1992","Northwest Territories including Nunavut","","Police officers per 100,000 population","Rate","257","units ","0","v19457889","13.6","349.7","","","t","1"
"1992","Northwest Territories including Nunavut","","Authorized police officer strength","Number","223","units ","0","v65783622","13.12","300","","","t","0"
"1992","Northwest Territories including Nunavut","","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783623","13.13","481.3","","","t","1"
"1992","Northwest Territories including Nunavut","","Total expenditures on policing","Dollars","81","thousands","3","v21570911","13.8","26167","","","t","0"
"1992","Northwest Territories including Nunavut","","Per capita cost","Dollars","81","units ","0","v21570927","13.9","420","","","t","0"
"1992","Northwest Territories","2016A000261","Total number of all personnel","Number","223","units ","0","v19457879","14.1","","..","","","0"
"1992","Northwest Territories","2016A000261","Total number of police officers","Number","223","units ","0","v19457877","14.2","","..","","","0"
"1992","Northwest Territories","2016A000261","Male police officers","Number","223","units ","0","v53509183","14.10","","..","","","0"
"1992","Northwest Territories","2016A000261","Female police officers","Number","223","units ","0","v53509184","14.11","","..","","","0"
"1992","Northwest Territories","2016A000261","Total number of civilian and other personnel","Number","223","units ","0","v19457878","14.3","","..","","","0"
"1992","Northwest Territories","2016A000261","Police-civilian ratio","Ratio","270","units ","0","v19457880","14.4","","..","","","1"
"1992","Northwest Territories","2016A000261","Police officers per 100,000 population","Rate","257","units ","0","v19457882","14.6","","..","","","1"
"1992","Northwest Territories","2016A000261","Authorized police officer strength","Number","223","units ","0","v65783634","14.12","","..","","","0"
"1992","Northwest Territories","2016A000261","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783635","14.13","","..","","","1"
"1992","Northwest Territories","2016A000261","Criminal Code incidents per police officer","Rate","257","units ","0","v19457883","14.7","","..","","","1"
"1992","Northwest Territories","2016A000261","Crime severity index","Index","160","units ","0","v65783636","14.14","","..","","","2"
"1992","Northwest Territories","2016A000261","Weighted clearance rate","Rate","257","units ","0","v65783637","14.15","","..","","","2"
"1992","Nunavut","2016A000262","Total number of all personnel","Number","223","units ","0","v19457892","15.1","","..","","","0"
"1992","Nunavut","2016A000262","Total number of police officers","Number","223","units ","0","v19457890","15.2","","..","","","0"
"1992","Nunavut","2016A000262","Male police officers","Number","223","units ","0","v53509185","15.10","","..","","","0"
"1992","Nunavut","2016A000262","Female police officers","Number","223","units ","0","v53509186","15.11","","..","","","0"
"1992","Nunavut","2016A000262","Total number of civilian and other personnel","Number","223","units ","0","v19457891","15.3","","..","","","0"
"1992","Nunavut","2016A000262","Police-civilian ratio","Ratio","270","units ","0","v19457893","15.4","","..","","","1"
"1992","Nunavut","2016A000262","Police officers per 100,000 population","Rate","257","units ","0","v19457895","15.6","","..","","","1"
"1992","Nunavut","2016A000262","Authorized police officer strength","Number","223","units ","0","v65783646","15.12","","..","","","0"
"1992","Nunavut","2016A000262","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783647","15.13","","..","","","1"
"1992","Nunavut","2016A000262","Criminal Code incidents per police officer","Rate","257","units ","0","v19457896","15.7","","..","","","1"
"1992","Nunavut","2016A000262","Crime severity index","Index","160","units ","0","v65783648","15.14","","..","","","2"
"1992","Nunavut","2016A000262","Weighted clearance rate","Rate","257","units ","0","v65783649","15.15","","..","","","2"
"1992","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Total number of all personnel","Number","223","units ","0","v19457899","16.1","4114","","","","0"
"1992","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Total number of police officers","Number","223","units ","0","v19457897","16.2","1815","","","","0"
"1992","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Male police officers","Number","223","units ","0","v53509187","16.10","1663","","","","0"
"1992","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Female police officers","Number","223","units ","0","v53509188","16.11","152","","","","0"
"1992","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Total number of civilian and other personnel","Number","223","units ","0","v19457898","16.3","2299","","","","0"
"1992","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Police-civilian ratio","Ratio","270","units ","0","v19457900","16.4","0.9","","","","1"
"1992","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Police officers per 100,000 population","Rate","257","units ","0","v80751157","16.6","","..","","","0"
"1992","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Authorized police officer strength","Number","223","units ","0","v65783656","16.12","4665","","","","0"
"1992","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v80751154","16.13","","..","","","0"
"1992","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Criminal Code incidents per police officer","Rate","257","units ","0","v80751158","16.7","","..","","","0"
"1992","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Total expenditures on policing","Dollars","81","thousands","3","v21570914","16.8","1193430","","","t","0"
"1992","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Crime severity index","Index","160","units ","0","v80751155","16.14","","..","","","0"
"1992","Royal Canadian Mounted Police (RCMP), headquarters and training academy","2011A000261","Weighted clearance rate","Rate","257","units ","0","v80751156","16.15","","..","","","0"
"1993","Canada","2016A000011124","Total number of all personnel","Number","223","units ","0","v19457795","1.1","76857","","","","0"
"1993","Canada","2016A000011124","Total number of police officers","Number","223","units ","0","v19457793","1.2","56901","","","","0"
"1993","Canada","2016A000011124","Male police officers","Number","223","units ","0","v53509173","1.10","52340","","","","0"
"1993","Canada","2016A000011124","Female police officers","Number","223","units ","0","v53509174","1.11","4561","","","","0"
"1993","Canada","2016A000011124","Total number of civilian and other personnel","Number","223","units ","0","v19457794","1.3","19956","","","","0"
"1993","Canada","2016A000011124","Police-civilian ratio","Ratio","270","units ","0","v19457796","1.4","2.9","","","","1"
"1993","Canada","2016A000011124","Population per police officer","Rate","257","units ","0","v19457797","1.5","504.1","","","t","1"
"1993","Canada","2016A000011124","Police officers per 100,000 population","Rate","257","units ","0","v19457798","1.6","198.4","","","","1"
"1993","Canada","2016A000011124","Authorized police officer strength","Number","223","units ","0","v65783478","1.12","55137","","","","0"
"1993","Canada","2016A000011124","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783479","1.13","192.2","","","","1"
"1993","Canada","2016A000011124","Criminal Code incidents per police officer","Rate","257","units ","0","v19457799","1.7","48.1","","","","1"
"1993","Canada","2016A000011124","Total expenditures on policing","Dollars","81","thousands","3","v21570899","1.8","5790165","","","t","0"
"1993","Canada","2016A000011124","Per capita cost","Dollars","81","units ","0","v21570915","1.9","202","","","t","0"
"1993","Canada","2016A000011124","Crime severity index","Index","160","units ","0","v65783480","1.14","","..","","","2"
"1993","Canada","2016A000011124","Weighted clearance rate","Rate","257","units ","0","v65783481","1.15","","..","","","2"
"1993","Newfoundland and Labrador","2016A000210","Total number of all personnel","Number","223","units ","0","v19457802","2.1","1104","","","","0"
"1993","Newfoundland and Labrador","2016A000210","Total number of police officers","Number","223","units ","0","v19457800","2.2","874","","","","0"
"1993","Newfoundland and Labrador","2016A000210","Male police officers","Number","223","units ","0","v53509189","2.10","800","","","","0"
"1993","Newfoundland and Labrador","2016A000210","Female police officers","Number","223","units ","0","v53509190","2.11","74","","","","0"
"1993","Newfoundland and Labrador","2016A000210","Total number of civilian and other personnel","Number","223","units ","0","v19457801","2.3","230","","","","0"
"1993","Newfoundland and Labrador","2016A000210","Police-civilian ratio","Ratio","270","units ","0","v19457803","2.4","3.8","","","","1"
"1993","Newfoundland and Labrador","2016A000210","Population per police officer","Rate","257","units ","0","v19457804","2.5","663.5","","","t","1"
"1993","Newfoundland and Labrador","2016A000210","Police officers per 100,000 population","Rate","257","units ","0","v19457805","2.6","150.7","","","","1"
"1993","Newfoundland and Labrador","2016A000210","Authorized police officer strength","Number","223","units ","0","v65783490","2.12","1117","","","","0"
"1993","Newfoundland and Labrador","2016A000210","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783491","2.13","192.6","","","","1"
"1993","Newfoundland and Labrador","2016A000210","Criminal Code incidents per police officer","Rate","257","units ","0","v19457806","2.7","38.0","","","","1"
"1993","Newfoundland and Labrador","2016A000210","Total expenditures on policing","Dollars","81","thousands","3","v21570900","2.8","57265","","","t","0"
"1993","Newfoundland and Labrador","2016A000210","Per capita cost","Dollars","81","units ","0","v21570916","2.9","99","","","t","0"
"1993","Newfoundland and Labrador","2016A000210","Crime severity index","Index","160","units ","0","v65783492","2.14","","..","","","2"
"1993","Newfoundland and Labrador","2016A000210","Weighted clearance rate","Rate","257","units ","0","v65783493","2.15","","..","","","2"
"1993","Prince Edward Island","2016A000211","Total number of all personnel","Number","223","units ","0","v19457809","3.1","246","","","","0"
"1993","Prince Edward Island","2016A000211","Total number of police officers","Number","223","units ","0","v19457807","3.2","193","","","","0"
"1993","Prince Edward Island","2016A000211","Male police officers","Number","223","units ","0","v53509191","3.10","179","","","","0"
"1993","Prince Edward Island","2016A000211","Female police officers","Number","223","units ","0","v53509192","3.11","14","","","","0"
"1993","Prince Edward Island","2016A000211","Total number of civilian and other personnel","Number","223","units ","0","v19457808","3.3","53","","","","0"
"1993","Prince Edward Island","2016A000211","Police-civilian ratio","Ratio","270","units ","0","v19457810","3.4","3.6","","","","1"
"1993","Prince Edward Island","2016A000211","Population per police officer","Rate","257","units ","0","v19457811","3.5","684.7","","","t","1"
"1993","Prince Edward Island","2016A000211","Police officers per 100,000 population","Rate","257","units ","0","v19457812","3.6","146.1","","","","1"
"1993","Prince Edward Island","2016A000211","Authorized police officer strength","Number","223","units ","0","v65783502","3.12","196","","","","0"
"1993","Prince Edward Island","2016A000211","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783503","3.13","148.3","","","","1"
"1993","Prince Edward Island","2016A000211","Criminal Code incidents per police officer","Rate","257","units ","0","v19457813","3.7","55.5","","","","1"
"1993","Prince Edward Island","2016A000211","Total expenditures on policing","Dollars","81","thousands","3","v21570901","3.8","12421","","","t","0"
"1993","Prince Edward Island","2016A000211","Per capita cost","Dollars","81","units ","0","v21570917","3.9","94","","","t","0"
"1993","Prince Edward Island","2016A000211","Crime severity index","Index","160","units ","0","v65783504","3.14","","..","","","2"
"1993","Prince Edward Island","2016A000211","Weighted clearance rate","Rate","257","units ","0","v65783505","3.15","","..","","","2"
"1993","Nova Scotia","2016A000212","Total number of all personnel","Number","223","units ","0","v19457816","4.1","2123","","","","0"
"1993","Nova Scotia","2016A000212","Total number of police officers","Number","223","units ","0","v19457814","4.2","1603","","","","0"
"1993","Nova Scotia","2016A000212","Male police officers","Number","223","units ","0","v53509193","4.10","1509","","","","0"
"1993","Nova Scotia","2016A000212","Female police officers","Number","223","units ","0","v53509194","4.11","94","","","","0"
"1993","Nova Scotia","2016A000212","Total number of civilian and other personnel","Number","223","units ","0","v19457815","4.3","520","","","","0"
"1993","Nova Scotia","2016A000212","Police-civilian ratio","Ratio","270","units ","0","v19457817","4.4","3.1","","","","1"
"1993","Nova Scotia","2016A000212","Population per police officer","Rate","257","units ","0","v19457818","4.5","576.4","","","t","1"
"1993","Nova Scotia","2016A000212","Police officers per 100,000 population","Rate","257","units ","0","v19457819","4.6","173.5","","","","1"
"1993","Nova Scotia","2016A000212","Authorized police officer strength","Number","223","units ","0","v65783514","4.12","1584","","","","0"
"1993","Nova Scotia","2016A000212","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783515","4.13","171.4","","","","1"
"1993","Nova Scotia","2016A000212","Criminal Code incidents per police officer","Rate","257","units ","0","v19457820","4.7","50.0","","","","1"
"1993","Nova Scotia","2016A000212","Total expenditures on policing","Dollars","81","thousands","3","v21570902","4.8","100504","","","t","0"
"1993","Nova Scotia","2016A000212","Per capita cost","Dollars","81","units ","0","v21570918","4.9","109","","","t","0"
"1993","Nova Scotia","2016A000212","Crime severity index","Index","160","units ","0","v65783516","4.14","","..","","","2"
"1993","Nova Scotia","2016A000212","Weighted clearance rate","Rate","257","units ","0","v65783517","4.15","","..","","","2"
"1993","New Brunswick","2016A000213","Total number of all personnel","Number","223","units ","0","v19457823","5.1","1652","","","","0"
"1993","New Brunswick","2016A000213","Total number of police officers","Number","223","units ","0","v19457821","5.2","1292","","","","0"
"1993","New Brunswick","2016A000213","Male police officers","Number","223","units ","0","v53509195","5.10","1225","","","","0"
"1993","New Brunswick","2016A000213","Female police officers","Number","223","units ","0","v53509196","5.11","67","","","","0"
"1993","New Brunswick","2016A000213","Total number of civilian and other personnel","Number","223","units ","0","v19457822","5.3","360","","","","0"
"1993","New Brunswick","2016A000213","Police-civilian ratio","Ratio","270","units ","0","v19457824","5.4","3.6","","","","1"
"1993","New Brunswick","2016A000213","Population per police officer","Rate","257","units ","0","v19457825","5.5","579.6","","","t","1"
"1993","New Brunswick","2016A000213","Police officers per 100,000 population","Rate","257","units ","0","v19457826","5.6","172.5","","","","1"
"1993","New Brunswick","2016A000213","Authorized police officer strength","Number","223","units ","0","v65783526","5.12","1098","","","","0"
"1993","New Brunswick","2016A000213","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783527","5.13","146.6","","","","1"
"1993","New Brunswick","2016A000213","Criminal Code incidents per police officer","Rate","257","units ","0","v19457827","5.7","42.4","","","","1"
"1993","New Brunswick","2016A000213","Total expenditures on policing","Dollars","81","thousands","3","v21570903","5.8","88656","","","t","0"
"1993","New Brunswick","2016A000213","Per capita cost","Dollars","81","units ","0","v21570919","5.9","118","","","t","0"
"1993","New Brunswick","2016A000213","Crime severity index","Index","160","units ","0","v65783528","5.14","","..","","","2"
"1993","New Brunswick","2016A000213","Weighted clearance rate","Rate","257","units ","0","v65783529","5.15","","..","","","2"
"1993","Quebec","2016A000224","Total number of all personnel","Number","223","units ","0","v19457830","6.1","19645","","","","0"
"1993","Quebec","2016A000224","Total number of police officers","Number","223","units ","0","v19457828","6.2","14755","","","","0"
"1993","Quebec","2016A000224","Male police officers","Number","223","units ","0","v53509197","6.10","13793","","","","0"
"1993","Quebec","2016A000224","Female police officers","Number","223","units ","0","v53509198","6.11","962","","","","0"
"1993","Quebec","2016A000224","Total number of civilian and other personnel","Number","223","units ","0","v19457829","6.3","4890","","","","0"
"1993","Quebec","2016A000224","Police-civilian ratio","Ratio","270","units ","0","v19457831","6.4","3.0","","","","1"
"1993","Quebec","2016A000224","Population per police officer","Rate","257","units ","0","v19457832","6.5","484.9","","","t","1"
"1993","Quebec","2016A000224","Police officers per 100,000 population","Rate","257","units ","0","v19457833","6.6","206.2","","","","1"
"1993","Quebec","2016A000224","Authorized police officer strength","Number","223","units ","0","v65783538","6.12","9763","","","","0"
"1993","Quebec","2016A000224","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783539","6.13","136.4","","","","1"
"1993","Quebec","2016A000224","Criminal Code incidents per police officer","Rate","257","units ","0","v19457834","6.7","35.8","","","","1"
"1993","Quebec","2016A000224","Total expenditures on policing","Dollars","81","thousands","3","v21570904","6.8","1274241","","","t","0"
"1993","Quebec","2016A000224","Per capita cost","Dollars","81","units ","0","v21570920","6.9","178","","","t","0"
"1993","Quebec","2016A000224","Crime severity index","Index","160","units ","0","v65783540","6.14","","..","","","2"
"1993","Quebec","2016A000224","Weighted clearance rate","Rate","257","units ","0","v65783541","6.15","","..","","","2"
"1993","Ontario","2016A000235","Total number of all personnel","Number","223","units ","0","v19457837","7.1","28605","","","","0"
"1993","Ontario","2016A000235","Total number of police officers","Number","223","units ","0","v19457835","7.2","21087","","","","0"
"1993","Ontario","2016A000235","Male police officers","Number","223","units ","0","v53509199","7.10","19234","","","","0"
"1993","Ontario","2016A000235","Female police officers","Number","223","units ","0","v53509200","7.11","1853","","","","0"
"1993","Ontario","2016A000235","Total number of civilian and other personnel","Number","223","units ","0","v19457836","7.3","7518","","","","0"
"1993","Ontario","2016A000235","Police-civilian ratio","Ratio","270","units ","0","v19457838","7.4","2.8","","","","1"
"1993","Ontario","2016A000235","Population per police officer","Rate","257","units ","0","v19457839","7.5","506.9","","","t","1"
"1993","Ontario","2016A000235","Police officers per 100,000 population","Rate","257","units ","0","v19457840","7.6","197.3","","","","1"
"1993","Ontario","2016A000235","Authorized police officer strength","Number","223","units ","0","v65783550","7.12","18610","","","","0"
"1993","Ontario","2016A000235","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783551","7.13","174.1","","","","1"
"1993","Ontario","2016A000235","Criminal Code incidents per police officer","Rate","257","units ","0","v19457841","7.7","45.8","","","","1"
"1993","Ontario","2016A000235","Total expenditures on policing","Dollars","81","thousands","3","v21570905","7.8","1892026","","","t","0"
"1993","Ontario","2016A000235","Per capita cost","Dollars","81","units ","0","v21570921","7.9","177","","","t","0"
"1993","Ontario","2016A000235","Crime severity index","Index","160","units ","0","v65783552","7.14","","..","","","2"
"1993","Ontario","2016A000235","Weighted clearance rate","Rate","257","units ","0","v65783553","7.15","","..","","","2"
"1993","Manitoba","2016A000246","Total number of all personnel","Number","223","units ","0","v19457844","8.1","2771","","","","0"
"1993","Manitoba","2016A000246","Total number of police officers","Number","223","units ","0","v19457842","8.2","2158","","","","0"
"1993","Manitoba","2016A000246","Male police officers","Number","223","units ","0","v53509201","8.10","1993","","","","0"
"1993","Manitoba","2016A000246","Female police officers","Number","223","units ","0","v53509202","8.11","165","","","","0"
"1993","Manitoba","2016A000246","Total number of civilian and other personnel","Number","223","units ","0","v19457843","8.3","613","","","","0"
"1993","Manitoba","2016A000246","Police-civilian ratio","Ratio","270","units ","0","v19457845","8.4","3.5","","","","1"
"1993","Manitoba","2016A000246","Population per police officer","Rate","257","units ","0","v19457846","8.5","517.9","","","t","1"
"1993","Manitoba","2016A000246","Police officers per 100,000 population","Rate","257","units ","0","v19457847","8.6","193.1","","","","1"
"1993","Manitoba","2016A000246","Authorized police officer strength","Number","223","units ","0","v65783562","8.12","2708","","","","0"
"1993","Manitoba","2016A000246","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783563","8.13","242.3","","","","1"
"1993","Manitoba","2016A000246","Criminal Code incidents per police officer","Rate","257","units ","0","v19457848","8.7","60.8","","","","1"
"1993","Manitoba","2016A000246","Total expenditures on policing","Dollars","81","thousands","3","v21570906","8.8","154263","","","t","0"
"1993","Manitoba","2016A000246","Per capita cost","Dollars","81","units ","0","v21570922","8.9","138","","","t","0"
"1993","Manitoba","2016A000246","Crime severity index","Index","160","units ","0","v65783564","8.14","","..","","","2"
"1993","Manitoba","2016A000246","Weighted clearance rate","Rate","257","units ","0","v65783565","8.15","","..","","","2"
"1993","Saskatchewan","2016A000247","Total number of all personnel","Number","223","units ","0","v19457851","9.1","2529","","","","0"
"1993","Saskatchewan","2016A000247","Total number of police officers","Number","223","units ","0","v19457849","9.2","1927","","","","0"
"1993","Saskatchewan","2016A000247","Male police officers","Number","223","units ","0","v53509203","9.10","1784","","","","0"
"1993","Saskatchewan","2016A000247","Female police officers","Number","223","units ","0","v53509204","9.11","143","","","","0"
"1993","Saskatchewan","2016A000247","Total number of civilian and other personnel","Number","223","units ","0","v19457850","9.3","602","","","","0"
"1993","Saskatchewan","2016A000247","Police-civilian ratio","Ratio","270","units ","0","v19457852","9.4","3.2","","","","1"
"1993","Saskatchewan","2016A000247","Population per police officer","Rate","257","units ","0","v19457853","9.5","522.5","","","t","1"
"1993","Saskatchewan","2016A000247","Police officers per 100,000 population","Rate","257","units ","0","v19457854","9.6","191.4","","","","1"
"1993","Saskatchewan","2016A000247","Authorized police officer strength","Number","223","units ","0","v65783574","9.12","2262","","","","0"
"1993","Saskatchewan","2016A000247","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783575","9.13","224.7","","","","1"
"1993","Saskatchewan","2016A000247","Criminal Code incidents per police officer","Rate","257","units ","0","v19457855","9.7","56.9","","","","1"
"1993","Saskatchewan","2016A000247","Total expenditures on policing","Dollars","81","thousands","3","v21570907","9.8","139925","","","t","0"
"1993","Saskatchewan","2016A000247","Per capita cost","Dollars","81","units ","0","v21570923","9.9","139","","","t","0"
"1993","Saskatchewan","2016A000247","Crime severity index","Index","160","units ","0","v65783576","9.14","","..","","","2"
"1993","Saskatchewan","2016A000247","Weighted clearance rate","Rate","257","units ","0","v65783577","9.15","","..","","","2"
"1993","Alberta","2016A000248","Total number of all personnel","Number","223","units ","0","v19457858","10.1","6075","","","","0"
"1993","Alberta","2016A000248","Total number of police officers","Number","223","units ","0","v19457856","10.2","4571","","","","0"
"1993","Alberta","2016A000248","Male police officers","Number","223","units ","0","v53509175","10.10","4205","","","","0"
"1993","Alberta","2016A000248","Female police officers","Number","223","units ","0","v53509176","10.11","366","","","","0"
"1993","Alberta","2016A000248","Total number of civilian and other personnel","Number","223","units ","0","v19457857","10.3","1504","","","","0"
"1993","Alberta","2016A000248","Police-civilian ratio","Ratio","270","units ","0","v19457859","10.4","3.0","","","","1"
"1993","Alberta","2016A000248","Population per police officer","Rate","257","units ","0","v19457860","10.5","583.6","","","t","1"
"1993","Alberta","2016A000248","Police officers per 100,000 population","Rate","257","units ","0","v19457861","10.6","171.4","","","","1"
"1993","Alberta","2016A000248","Authorized police officer strength","Number","223","units ","0","v65783586","10.12","5545","","","","0"
"1993","Alberta","2016A000248","Authorized police officer strength per 100,000 population","Rate","257","units ","0","v65783587","10.13","207.9","","","","1"
"1993","Alberta","2016A000248","Criminal Code incidents per police officer","Rate","257","units ","0","v19457862","10.7","62.2","","","","1"
"1993","Alberta","2016A000248","Total expenditures on policing","Dollars","81","thousands","3","v21570908","10.8","366854","","","t","0"
"1993","Alberta","2016A000248","Per capita cost","Dollars","81","units ","0","v21570924","10.9","138","","","t","0"
"1993","Alberta","2016A000248","Crime severity index","Index","160","units ","0","v65783588","10.14","","..","","","2"
"1993","Alberta","2016A000248","Weighted clearance rate","Rate","257","units ","0","v65783589","10.15","","..","","","2"
"1993","British Columbia","2016A000259","Total number of all personnel","Number","223","units ","0","v19457865","11.1","7562","","","","0"
"1993","British Columbia","2016A000259","Total number of police officers","Number","223","units ","0","v19457863","11.2","6311","","","","0"
"1993","British Columbia","2016A000259","Male police officers","Number","223","units ","0","v53509177","11.10","5659","","","","0"
"1993","British Columbia","2016A000259","Female police officers","Number","223","units ","0","v53509178","11.11","652","","","","0"
"1993","British Columbia","2016A000259","Total number of civilian and other personnel","Number","223","units ","0","v19457864","11.3","1251","","","","0"
"1993","British Columbia","2016A000259","Police-civilian ratio","Ratio","270","units ","0","v19457866","11.4","5.0","","","","1"
"1993","British Columbia","2016A000259","Population per police officer","Rate","257","units ","0","v19457867","11.5","565.3","","","t","1"
